User,Card,Year,Month,Day,Amount,UseChip,MerchantName,MerchantCity,MerchantState,Zip,MCC,target
733.0,1.0,2007.0,1.0,16.0,$106.34,Swipe Transaction,Supermarket Chain 2,Chicago,IL,60607.0,5411.0,No
1191.0,0.0,2014.0,11.0,6.0,$42.15,Swipe Transaction,Fast Food Chain 10,Kenner,LA,70065.0,5814.0,No
1925.0,4.0,2017.0,1.0,29.0,$11.89,Chip Transaction,Supermarket Chain 2,Houston,TX,77082.0,5411.0,No
873.0,2.0,2006.0,6.0,14.0,$67.69,Swipe Transaction,Supermarket Chain 8,Irvona,PA,16656.0,5411.0,No
717.0,3.0,2012.0,7.0,19.0,$19.29,Swipe Transaction,Supermarket Chain 2,New York,NY,10036.0,5411.0,No
27.0,2.0,2008.0,3.0,2.0,$48.43,Swipe Transaction,Discount Store 3,Fairport,NY,14450.0,5310.0,No
1423.0,5.0,2012.0,5.0,19.0,$29.03,Swipe Transaction,Fast Food Chain 7,Daytona Beach,FL,32119.0,5814.0,No
55.0,0.0,2013.0,11.0,2.0,$51.06,Swipe Transaction,Crafts Store 1,Lansing,MI,48910.0,5970.0,No
1394.0,2.0,2013.0,12.0,22.0,$18.18,Swipe Transaction,Crafts Store 1,Lambertville,MI,48144.0,5970.0,No
846.0,5.0,2001.0,6.0,11.0,$47.03,Swipe Transaction,Supermarket Chain 8,Scottsboro,AL,35769.0,5411.0,No
1878.0,1.0,2009.0,1.0,13.0,$9.34,Swipe Transaction,Gas Station Company 1,Dallas,PA,18612.0,5541.0,No
1066.0,2.0,2012.0,3.0,8.0,$42.29,Swipe Transaction,Masvidal Bar,Lake Havasu City,AZ,86406.0,5813.0,No
681.0,0.0,2019.0,11.0,30.0,$27.00,Chip Transaction,Ortiz West Palm Beach Car Repairs,West Palm Beach,FL,33415.0,7538.0,No
641.0,1.0,2019.0,3.0,19.0,$13.61,Swipe Transaction,Supermarket Chain 2,Newnan,GA,30263.0,5411.0,No
1163.0,3.0,2012.0,9.0,4.0,$120.00,Swipe Transaction,Money Transfer Company 1,Sanford,FL,32773.0,4829.0,No
658.0,4.0,2018.0,11.0,26.0,$17.67,Chip Transaction,Consolidated Ale House,Clarkston,GA,30021.0,5813.0,No
106.0,3.0,2009.0,10.0,15.0,$1232.73,Swipe Transaction,Coens Legal Services,Lockport,IL,60441.0,8111.0,No
314.0,2.0,2019.0,9.0,21.0,$2.04,Swipe Transaction,Supermarket Chain 3,Bellingham,WA,98225.0,5411.0,No
882.0,0.0,2008.0,2.0,16.0,$25.05,Swipe Transaction,Supermarket Chain 3,Rosebud,SD,57570.0,5411.0,No
589.0,1.0,2011.0,9.0,23.0,$76.06,Swipe Transaction,Discount Store 2,Scottsdale,AZ,85251.0,5310.0,No
485.0,1.0,2017.0,7.0,9.0,$33.01,Swipe Transaction,Anwar Limo,Wenatchee,WA,98801.0,4121.0,No
687.0,7.0,2016.0,3.0,25.0,$265.54,Chip Transaction,Flores Internal Medicine,Menomonee Falls,WI,53051.0,8011.0,No
1856.0,2.0,2016.0,6.0,22.0,$20.55,Chip Transaction,Kylans House and Garden,Detroit,MI,48234.0,5211.0,No
1542.0,6.0,2018.0,6.0,8.0,$26.92,Online Transaction,Ride Sharing Company 1,ONLINE,CA,51694.67689524219,4121.0,No
1597.0,0.0,2011.0,3.0,25.0,$1.32,Swipe Transaction,Diversified Clothing,Chatsworth,GA,30705.0,5651.0,No
1986.0,2.0,2009.0,12.0,20.0,$1.82,Swipe Transaction,Convenience Store Chain 3,North Olmsted,OH,44070.0,5499.0,No
1665.0,1.0,2014.0,12.0,16.0,$2.22,Swipe Transaction,Jurnees Fine Foods,Austin,TX,78750.0,5411.0,No
847.0,0.0,2018.0,4.0,27.0,$111.48,Chip Transaction,Gas Station Company 1,Towanda,PA,18848.0,5541.0,No
1704.0,4.0,2001.0,10.0,13.0,$60.00,Swipe Transaction,Money Transfer Company 1,Cantonment,FL,32533.0,4829.0,No
1701.0,2.0,2007.0,7.0,25.0,$73.28,Swipe Transaction,Wright Ale House,Bloomfield,NJ,7003.0,5813.0,No
1124.0,0.0,2003.0,10.0,26.0,$10.59,Swipe Transaction,Fast Food Chain 1,Philadelphia,PA,19149.0,5814.0,No
493.0,1.0,2009.0,12.0,7.0,$98.05,Swipe Transaction,Pharmacy Company 1,Austin,TX,78735.0,5912.0,No
281.0,0.0,2019.0,9.0,19.0,$1117.10,Chip Transaction,Airline Company 7,West Sunbury,PA,16061.0,3132.0,No
1616.0,2.0,2004.0,8.0,27.0,$9.10,Swipe Transaction,Delivery Company 2,West Point,VA,23181.0,4214.0,No
1704.0,4.0,2006.0,9.0,5.0,$60.00,Swipe Transaction,Money Transfer Company 1,Cantonment,FL,32533.0,4829.0,No
1363.0,0.0,2017.0,3.0,21.0,$4.69,Chip Transaction,Convenience Store Chain 1,Fredericksburg,VA,22401.0,5499.0,No
950.0,0.0,2018.0,3.0,18.0,$48.78,Chip Transaction,Auto Service Company 8,Bakersfield,CA,93308.0,7538.0,No
246.0,3.0,2008.0,8.0,16.0,$2.59,Swipe Transaction,Restaurant Chain 10,Long Beach,CA,90808.0,5812.0,No
1889.0,3.0,2017.0,2.0,11.0,$11.80,Chip Transaction,Supermarket Chain 2,Chicago Heights,IL,60411.0,5411.0,No
1297.0,1.0,2013.0,2.0,27.0,$47.95,Online Transaction,Trash Collection Company 1,ONLINE,CA,51694.67689524219,7349.0,No
1625.0,5.0,2003.0,9.0,15.0,$13.89,Swipe Transaction,Bretts Modesto Apothecary,Modesto,CA,95350.0,5912.0,No
547.0,3.0,2011.0,10.0,1.0,$42.77,Swipe Transaction,Parker Diner,Saint Charles,MO,63301.0,5812.0,No
1887.0,1.0,2016.0,12.0,15.0,$8.80,Chip Transaction,Rivera Discount Goods,Los Angeles,CA,90018.0,5310.0,No
1834.0,0.0,2004.0,3.0,25.0,$90.33,Swipe Transaction,Auto Service Company 3,Brentwood,CA,94513.0,7538.0,No
1519.0,3.0,2016.0,12.0,18.0,$21.77,Chip Transaction,Delivery Company 3,Leominster,MA,1453.0,9402.0,No
760.0,0.0,2018.0,6.0,14.0,$80.00,Chip Transaction,Money Transfer Company 1,Elkton,MD,21921.0,4829.0,No
698.0,2.0,2012.0,1.0,8.0,$34.59,Swipe Transaction,Zyaires Bar,Sykesville,MD,21784.0,5813.0,No
1015.0,1.0,2008.0,5.0,27.0,$226.46,Swipe Transaction,Hotel and Resort Company 5,San Marcos,TX,78666.0,3640.0,No
1514.0,0.0,2011.0,2.0,14.0,$15.93,Swipe Transaction,Alans Diner,Folsom,CA,95630.0,5812.0,No
1674.0,1.0,2009.0,8.0,15.0,$4.59,Swipe Transaction,Roberts Restaurant,Vancouver,WA,98682.0,5812.0,No
1035.0,0.0,2011.0,1.0,21.0,$475.51,Swipe Transaction,Hotel and Resort Company 7,Lincolnwood,IL,60712.0,3730.0,No
1246.0,1.0,2005.0,9.0,11.0,$5.60,Swipe Transaction,Green Gourmet Supplies,Bronx,NY,10469.0,5411.0,No
1542.0,2.0,2007.0,8.0,18.0,$2.87,Swipe Transaction,Supermarket Chain 2,Newport News,VA,23606.0,5411.0,No
1096.0,0.0,2010.0,6.0,2.0,$94.96,Swipe Transaction,Adleys Whitehouse Rx,Whitehouse,TX,75791.0,5912.0,No
1959.0,2.0,2008.0,8.0,7.0,$44.29,Online Transaction,Auto Toll Provider 2,ONLINE,CA,51694.67689524219,4784.0,No
1942.0,5.0,2001.0,3.0,1.0,$12.48,Swipe Transaction,Lewis Foods,Phoenix,AZ,85022.0,5411.0,No
376.0,0.0,2002.0,4.0,20.0,$57.42,Swipe Transaction,Wholesale Club 1,Dover,PA,17315.0,5300.0,No
167.0,2.0,2005.0,11.0,15.0,$3.48,Swipe Transaction,Vending Machine Product 1,Payson,AZ,85541.0,5499.0,No
1837.0,1.0,2011.0,12.0,31.0,$56.01,Online Transaction,Auto Toll Provider 1,ONLINE,CA,51694.67689524219,4784.0,No
483.0,4.0,1999.0,10.0,13.0,$9.01,Swipe Transaction,Gas Station Company 2,New Stanton,PA,15672.0,5541.0,No
1590.0,4.0,2009.0,1.0,29.0,$18.33,Swipe Transaction,Bookstore Company 1,Austin,TX,78702.0,5942.0,No
816.0,3.0,2017.0,12.0,23.0,$75.63,Chip Transaction,Francess Diner,Pompano Beach,FL,33068.0,5812.0,No
1250.0,2.0,2008.0,2.0,24.0,$5.93,Swipe Transaction,Restaurant Chain 12,Sault Sainte Marie,MI,49783.0,5812.0,No
1937.0,0.0,2006.0,4.0,21.0,$160.00,Swipe Transaction,Money Transfer Company 1,Conyers,GA,30012.0,4829.0,No
1541.0,0.0,2011.0,9.0,26.0,$25.58,Online Transaction,Ride Sharing Company 1,ONLINE,CA,51694.67689524219,4121.0,No
74.0,0.0,2019.0,10.0,21.0,$15.03,Chip Transaction,Gas Station Company 2,Maineville,OH,45039.0,5541.0,No
778.0,1.0,2012.0,12.0,13.0,$61.00,Swipe Transaction,Home Improvement Store 1,Lansdale,PA,19446.0,5211.0,No
747.0,5.0,2002.0,11.0,25.0,$13.84,Online Transaction,Digital Content Company 2,ONLINE,CA,51694.67689524219,5815.0,No
336.0,3.0,2018.0,4.0,5.0,$1.85,Chip Transaction,Convenience Store Chain 3,Memphis,TN,38127.0,5499.0,No
1394.0,0.0,1997.0,9.0,13.0,$28.24,Swipe Transaction,Supermarket Chain 2,Dearborn Heights,MI,48127.0,5411.0,No
1243.0,1.0,2017.0,6.0,26.0,$5.79,Chip Transaction,Pharmacy Company 1,Compton,CA,90222.0,5912.0,No
1450.0,0.0,2004.0,11.0,3.0,$33.57,Swipe Transaction,Convenience Store Chain 3,Fresno,CA,93720.0,5499.0,No
1457.0,4.0,2002.0,7.0,15.0,$40.00,Swipe Transaction,Money Transfer Company 1,New Orleans,LA,70122.0,4829.0,No
480.0,0.0,2018.0,9.0,4.0,$2.81,Swipe Transaction,Fast Food Chain 5,New Castle,IN,47362.0,5814.0,No
466.0,3.0,2018.0,8.0,25.0,$3.11,Chip Transaction,Vicentes Eats,Washington,DC,20020.0,5812.0,No
696.0,4.0,2003.0,1.0,27.0,$47.97,Online Transaction,Ride Sharing Company 1,ONLINE,CA,51694.67689524219,4121.0,No
468.0,1.0,2014.0,4.0,14.0,$3.62,Swipe Transaction,Hill Economy Gourmet Supplies,Economy,IN,47339.0,5411.0,No
35.0,0.0,2016.0,9.0,30.0,$28.44,Online Transaction,Auto Toll Provider 4,ONLINE,CA,51694.67689524219,4784.0,No
1190.0,1.0,2007.0,8.0,9.0,$11.16,Swipe Transaction,Supermarket Chain 6,East Berlin,CT,6023.0,5411.0,No
1888.0,3.0,2012.0,9.0,7.0,$1.72,Swipe Transaction,Convenience Store Chain 1,Piedmont,AL,36272.0,5499.0,No
1763.0,0.0,2018.0,2.0,22.0,$20.04,Online Transaction,Auto Toll Provider 3,ONLINE,CA,51694.67689524219,4784.0,No
1288.0,3.0,2009.0,1.0,28.0,$75.85,Swipe Transaction,Alayas Fine Foods,Frostproof,FL,33843.0,5411.0,No
1408.0,0.0,2012.0,10.0,13.0,$50.85,Swipe Transaction,Bookstore Company 1,Cumming,GA,30040.0,5942.0,No
968.0,1.0,1998.0,10.0,7.0,$0.08,Swipe Transaction,Vending Machine Product 1,Dover,DE,19901.0,5499.0,No
1888.0,3.0,2020.0,1.0,26.0,$14.85,Swipe Transaction,Supermarket Chain 1,Dothan,AL,36303.0,5411.0,No
568.0,6.0,2017.0,1.0,18.0,$3.38,Chip Transaction,Supermarket Chain 3,Minster,OH,45865.0,5411.0,No
992.0,3.0,2017.0,3.0,12.0,$16.44,Chip Transaction,Labelle Norfolk Ale House,Norfolk,VA,23504.0,5813.0,No
1640.0,4.0,2012.0,1.0,4.0,$45.51,Swipe Transaction,Wholesale Club 1,Salisbury,NC,28146.0,5300.0,No
1265.0,0.0,2004.0,12.0,7.0,$29.88,Swipe Transaction,Harris Market,Mobile,AL,36695.0,5411.0,No
1491.0,5.0,2017.0,6.0,12.0,$1.68,Online Transaction,Digital Delivery Company 3,ONLINE,CA,51694.67689524219,4899.0,No
1402.0,3.0,2011.0,10.0,23.0,$72.13,Swipe Transaction,Crafts Store 1,Waukegan,IL,60087.0,5970.0,No
574.0,3.0,2006.0,7.0,14.0,$55.92,Swipe Transaction,Bookstore Company 1,Parker,CO,80138.0,5942.0,No
309.0,2.0,2018.0,2.0,26.0,$49.91,Chip Transaction,Crafts Store 1,Corvallis,OR,97333.0,5970.0,No
1606.0,1.0,2010.0,12.0,23.0,$20.00,Swipe Transaction,Money Transfer Company 1,Saint Louis,MO,63116.0,4829.0,No
392.0,1.0,2015.0,12.0,11.0,$21.75,Swipe Transaction,Lucianos Eighty Four Supermarket,Eighty Four,PA,15330.0,5411.0,No
862.0,4.0,2010.0,4.0,12.0,$12.81,Swipe Transaction,Labelle Car Service,Louisville,KY,40299.0,4121.0,No
941.0,2.0,2018.0,12.0,2.0,$7.19,Chip Transaction,Convenience Store Chain 3,Spokane,WA,99223.0,5499.0,No
1844.0,1.0,2017.0,3.0,5.0,$280.00,Chip Transaction,Money Transfer Company 1,Immokalee,FL,34143.0,4829.0,No
777.0,1.0,2010.0,12.0,27.0,$1.43,Swipe Transaction,Bookstore Company 1,Columbus,OH,43228.0,5942.0,No
327.0,6.0,2015.0,7.0,1.0,$11.74,Chip Transaction,Restaurant Chain 1,Los Angeles,CA,90037.0,5812.0,No
191.0,4.0,2009.0,5.0,17.0,$16.05,Swipe Transaction,Restaurant Chain 10,Bridgeport,CT,6604.0,5812.0,No
1737.0,0.0,2019.0,6.0,27.0,$33.19,Chip Transaction,Cook Home Supplies,Millsboro,DE,19966.0,5211.0,No
1005.0,0.0,2007.0,6.0,9.0,$18.05,Online Transaction,Ride Sharing Company 1,ONLINE,CA,51694.67689524219,4121.0,No
1562.0,2.0,2006.0,4.0,16.0,$53.28,Swipe Transaction,Fast Food Chain 1,Leominster,MA,1453.0,5814.0,No
425.0,2.0,2008.0,1.0,4.0,$54.96,Swipe Transaction,Lucas Nails,Montville,NJ,7045.0,7230.0,No
136.0,3.0,2008.0,3.0,28.0,$3.03,Swipe Transaction,Brown Safety Harbor Fine Foods,Safety Harbor,FL,34695.0,5411.0,No
1888.0,2.0,2001.0,11.0,13.0,$6.23,Swipe Transaction,Gas Station Company 12,Piedmont,AL,36272.0,5541.0,No
361.0,0.0,2009.0,4.0,16.0,$8.50,Swipe Transaction,Josephines Foods,Montpelier,VT,5602.0,5411.0,No
1327.0,4.0,2019.0,8.0,1.0,$3.39,Chip Transaction,Gas Station Company 1,Lilburn,GA,30047.0,5541.0,No
919.0,0.0,2011.0,7.0,18.0,$8.46,Swipe Transaction,Jakobs Gourmet Supplies,Mcallen,TX,78501.0,5411.0,No
189.0,1.0,2011.0,8.0,7.0,$4.19,Swipe Transaction,Bookstore Company 1,Pikesville,MD,21208.0,5942.0,No
1603.0,0.0,2018.0,9.0,4.0,$120.64,Online Transaction,Electric Utility 4,ONLINE,CA,51694.67689524219,4900.0,No
1418.0,0.0,2004.0,9.0,19.0,$34.26,Swipe Transaction,Allstar Bar,Saint Cloud,MN,56301.0,5813.0,No
1862.0,2.0,2009.0,4.0,21.0,$32.09,Online Transaction,Auto Toll Provider 1,ONLINE,CA,51694.67689524219,4784.0,No
1263.0,0.0,2013.0,10.0,25.0,$2.52,Swipe Transaction,Adelaides Package Store,Los Angeles,CA,90006.0,5921.0,No
1327.0,5.0,2004.0,7.0,4.0,$1.28,Swipe Transaction,Bookstore Company 1,Marietta,GA,30062.0,5942.0,No
1663.0,2.0,2001.0,11.0,11.0,$11.24,Swipe Transaction,Supermarket Chain 3,Peabody,KS,66866.0,5411.0,No
1891.0,5.0,2006.0,1.0,1.0,$31.49,Swipe Transaction,Jackson Eats,Wichita,KS,67204.0,5812.0,No
706.0,5.0,2014.0,11.0,15.0,$2.77,Swipe Transaction,Convenience Store Chain 3,Los Angeles,CA,90023.0,5499.0,No
1596.0,1.0,2017.0,10.0,4.0,$113.17,Chip Transaction,Gas Station Company 4,El Dorado Springs,MO,64744.0,5541.0,No
122.0,0.0,2008.0,1.0,14.0,$4.29,Swipe Transaction,Gas Station Company 3,Urbana,IL,61801.0,5541.0,No
1072.0,0.0,2016.0,5.0,30.0,$24.20,Online Transaction,Auto Toll Provider 1,ONLINE,CA,51694.67689524219,4784.0,No
1945.0,0.0,2017.0,3.0,29.0,$55.93,Swipe Transaction,Fast Food Chain 3,Carson,ND,58529.0,5814.0,No
575.0,0.0,2006.0,4.0,18.0,$21.56,Swipe Transaction,Supermarket Chain 2,New Brunswick,NJ,8901.0,5411.0,No
1426.0,0.0,2008.0,9.0,20.0,$9.46,Swipe Transaction,Gas Station Company 6,Virginia,MN,55792.0,5541.0,No
290.0,2.0,2016.0,7.0,24.0,$73.37,Swipe Transaction,Restaurant Chain 8,Glendale,CA,91204.0,5812.0,No
1604.0,3.0,2019.0,10.0,6.0,$14.58,Chip Transaction,Wilson Copiague Pharmacy,Copiague,NY,11726.0,5912.0,No
1844.0,0.0,2020.0,1.0,19.0,$42.79,Chip Transaction,Sanders Price Cutters,Naples,FL,34102.0,5310.0,No
516.0,2.0,2011.0,7.0,20.0,$23.56,Swipe Transaction,Allen Arnold Restaurant,Arnold,MD,21012.0,5812.0,No
1967.0,0.0,2015.0,11.0,25.0,$21.95,Chip Transaction,Vending Machine Product 1,Stover,MO,65078.0,5499.0,No
1645.0,4.0,2011.0,5.0,22.0,$3.18,Swipe Transaction,Convenience Store Chain 1,Milliken,CO,80543.0,5499.0,No
1355.0,4.0,2002.0,10.0,7.0,$8.10,Swipe Transaction,Supermarket Chain 2,North Bergen,NJ,7047.0,5411.0,No
1735.0,3.0,2001.0,11.0,12.0,$62.10,Swipe Transaction,Phone Service Provider 3,Pooler,GA,31322.0,4814.0,No
73.0,0.0,2009.0,3.0,23.0,$100.00,Swipe Transaction,Money Transfer Company 1,Lake City,FL,32055.0,4829.0,No
886.0,2.0,2011.0,7.0,20.0,$43.52,Swipe Transaction,Cook Car Repairs,Round Rock,TX,78681.0,7538.0,No
362.0,0.0,2013.0,1.0,28.0,$3.50,Swipe Transaction,Treasures Diner,Brooklyn,NY,11213.0,5812.0,No
1603.0,0.0,1999.0,2.0,24.0,$40.00,Swipe Transaction,Money Transfer Company 1,Weimar,TX,78962.0,4829.0,No
482.0,2.0,2010.0,10.0,8.0,$4.24,Swipe Transaction,Stewart New York Drugs,New York,NY,10075.0,5912.0,No
1156.0,4.0,2002.0,1.0,27.0,$117.88,Swipe Transaction,Phone Service Provider 1,Fort Scott,KS,66701.0,4814.0,No
1694.0,3.0,2017.0,9.0,10.0,$119.42,Chip Transaction,Hotel and Resort Company 3,Miami Beach,FL,33140.0,3722.0,No
1614.0,0.0,2013.0,5.0,28.0,$97.80,Swipe Transaction,Leroux Diner,Gretna,LA,70056.0,5812.0,No
525.0,0.0,2010.0,4.0,13.0,$43.83,Swipe Transaction,Fast Food Chain 2,Columbus,OH,43221.0,5814.0,No
1464.0,4.0,2018.0,7.0,23.0,$366.63,Swipe Transaction,Allstar Lodge,Delray Beach,FL,33445.0,7011.0,No
474.0,0.0,2009.0,12.0,6.0,$89.19,Online Transaction,Travel Booking Company 3,ONLINE,CA,51694.67689524219,4722.0,No
936.0,2.0,2012.0,6.0,20.0,$18.00,Swipe Transaction,Burns Martinizers,Vancouver,WA,98660.0,7210.0,No
1606.0,2.0,2005.0,7.0,6.0,$1.34,Swipe Transaction,Convenience Store Chain 3,Robertsville,MO,63072.0,5499.0,No
270.0,0.0,2005.0,12.0,5.0,$0.77,Swipe Transaction,Gas Station Company 1,Hastings,NE,68901.0,5541.0,No
993.0,2.0,2014.0,9.0,22.0,$25.56,Swipe Transaction,Bookstore Company 1,Phillipsburg,NJ,8865.0,5942.0,No
1173.0,1.0,2017.0,4.0,14.0,$55.44,Chip Transaction,Foster Restaurant,Beacon,NY,12508.0,5812.0,No
480.0,2.0,2018.0,1.0,10.0,$4.14,Chip Transaction,Fast Food Chain 3,Pennsburg,PA,18073.0,5814.0,No
1474.0,3.0,2018.0,2.0,16.0,$25.65,Chip Transaction,Jedidiahs Car Service,Los Lunas,NM,87031.0,4121.0,No
1164.0,3.0,2017.0,9.0,12.0,$32.90,Chip Transaction,Allysons Flowers,Sioux City,IA,51104.0,5193.0,No
386.0,3.0,2010.0,6.0,15.0,$2.31,Swipe Transaction,Restaurant Chain 12,Hialeah,FL,33015.0,5812.0,No
387.0,1.0,2018.0,5.0,25.0,$16.99,Chip Transaction,Isabellas Clothing,Santa Ana,CA,92704.0,5651.0,No
913.0,6.0,2007.0,8.0,5.0,$64.88,Online Transaction,Auto Toll Provider 1,ONLINE,CA,51694.67689524219,4784.0,No
1513.0,1.0,2005.0,3.0,20.0,$31.76,Swipe Transaction,Wholesale Club 1,Diamond Bar,CA,91765.0,5300.0,No
1799.0,3.0,2008.0,11.0,21.0,$3.81,Swipe Transaction,Acme Diner,Glen Allen,VA,23059.0,5812.0,No
442.0,2.0,2018.0,2.0,23.0,$11.25,Swipe Transaction,Supermarket Chain 4,West Palm Beach,FL,33415.0,5411.0,No
1429.0,1.0,2001.0,10.0,10.0,$0.99,Swipe Transaction,Supermarket Chain 3,Irvine,CA,92619.0,5411.0,No
288.0,1.0,2014.0,1.0,30.0,$8.52,Swipe Transaction,Morales Foods,Dallas,TX,75211.0,5411.0,No
954.0,2.0,2012.0,6.0,6.0,$73.70,Swipe Transaction,Pharmacy Company 2,Hawthorne,CA,90251.0,5912.0,No
1229.0,5.0,2019.0,9.0,28.0,$8.95,Swipe Transaction,Gas Station Company 2,Gansevoort,NY,12831.0,5541.0,No
466.0,4.0,2013.0,12.0,9.0,$32.38,Swipe Transaction,Harleighs Fine Foods,Yachats,OR,97498.0,5411.0,No
721.0,1.0,2016.0,2.0,8.0,$88.22,Chip Transaction,Phone Service Provider 2,Barrington,IL,60010.0,4814.0,No
1125.0,2.0,2004.0,7.0,20.0,$2.45,Swipe Transaction,Supermarket Chain 3,Milwaukee,WI,53214.0,5411.0,No
640.0,3.0,2009.0,7.0,9.0,$40.60,Swipe Transaction,High End Goods Store 2,Yreka,CA,96097.0,5719.0,No
1672.0,0.0,2009.0,8.0,25.0,$90.57,Swipe Transaction,Car Rental Company 5,Livermore,CA,94551.0,3393.0,No
720.0,3.0,2003.0,12.0,25.0,$146.73,Swipe Transaction,Hotel and Resort Company 10,Shelby,NC,28151.0,3780.0,No
152.0,0.0,2008.0,9.0,18.0,$3.22,Swipe Transaction,Kates Rapid City Salon,Rapid City,SD,57702.0,7230.0,No
1837.0,0.0,2020.0,2.0,5.0,$733.75,Chip Transaction,Horse Racing Track 3,Elmont,NY,11003.0,7802.0,No
388.0,0.0,2010.0,10.0,31.0,$81.81,Swipe Transaction,Arthurs Sports Apparel,Antigo,WI,54409.0,5655.0,No
1066.0,2.0,1991.0,10.0,20.0,$33.00,Swipe Transaction,Harlans Limousine,Palos Verdes Peninsula,CA,90274.0,4121.0,No
1258.0,1.0,2010.0,6.0,29.0,$40.89,Swipe Transaction,Fridas Auto Repair,Granite City,IL,62040.0,7538.0,No
1291.0,0.0,2010.0,8.0,17.0,$60.00,Swipe Transaction,Money Transfer Company 1,Wichita,KS,67210.0,4829.0,No
312.0,0.0,2013.0,12.0,18.0,$110.07,Swipe Transaction,King Supermarket,Calabasas,CA,91302.0,5411.0,No
1580.0,5.0,2015.0,4.0,4.0,$223.01,Chip Transaction,Car Rental Company 6,Leola,PA,17540.0,3395.0,No
1228.0,2.0,2016.0,9.0,10.0,$31.05,Chip Transaction,Wholesale Club 1,Oklahoma City,OK,73132.0,5300.0,No
345.0,0.0,2014.0,7.0,3.0,$15.78,Swipe Transaction,Brown Taxi,Morgantown,WV,26501.0,4121.0,No
1846.0,0.0,2011.0,7.0,11.0,$193.19,Swipe Transaction,Phone Service Provider 3,Livonia,MI,48154.0,4814.0,No
1499.0,1.0,2011.0,9.0,2.0,$106.60,Swipe Transaction,Cox Pomona Supermarket,Pomona,CA,91767.0,5411.0,No
1520.0,2.0,2006.0,7.0,13.0,$18.02,Swipe Transaction,Farhad Restaurant,Saint Louis,MO,63125.0,5812.0,No
1826.0,5.0,2013.0,11.0,4.0,$1.76,Swipe Transaction,Convenience Store Chain 1,Port Washington,NY,11050.0,5499.0,No
993.0,0.0,2012.0,4.0,1.0,$34.25,Swipe Transaction,Bookstore Company 1,Bedford,TX,76021.0,5942.0,No
960.0,0.0,2002.0,4.0,20.0,$23.48,Swipe Transaction,Supermarket Chain 2,Livermore,CA,94550.0,5411.0,No
744.0,1.0,2008.0,5.0,3.0,$14.09,Online Transaction,Digital Content Company 1,ONLINE,CA,51694.67689524219,5815.0,No
1072.0,2.0,2015.0,11.0,9.0,$80.80,Online Transaction,Digital Delivery Company 8,ONLINE,CA,51694.67689524219,4899.0,No
773.0,4.0,2016.0,2.0,1.0,$66.86,Chip Transaction,Convenience Store Chain 1,Baton Rouge,LA,70820.0,5499.0,No
1078.0,1.0,2020.0,2.0,10.0,$18.16,Chip Transaction,Pharmacy Company 3,Mayfield,NY,12117.0,5912.0,No
713.0,0.0,2012.0,11.0,14.0,$5.13,Swipe Transaction,Bookstore Company 1,Fort Worth,TX,76131.0,5942.0,No
352.0,2.0,2005.0,5.0,17.0,$1.30,Swipe Transaction,Cataleyas Restaurant,Knoxville,TN,37931.0,5812.0,No
1132.0,4.0,2017.0,10.0,1.0,$140.00,Chip Transaction,Money Transfer Company 1,Hattiesburg,MS,39402.0,4829.0,No
288.0,1.0,2018.0,2.0,21.0,$26.54,Chip Transaction,Clothing Store 3,Dallas,TX,75211.0,5651.0,No
771.0,0.0,2019.0,3.0,20.0,$93.36,Swipe Transaction,Skylers Drugs,Hazel Crest,IL,60429.0,5912.0,No
889.0,1.0,2010.0,5.0,19.0,$11.16,Online Transaction,Auto Toll Provider 2,ONLINE,CA,51694.67689524219,4784.0,No
216.0,2.0,2011.0,10.0,30.0,$9.80,Swipe Transaction,Pharmacy Company 4,Westcliffe,CO,81252.0,5912.0,No
1523.0,0.0,2013.0,11.0,21.0,$14.99,Online Transaction,Auto Toll Provider 1,ONLINE,CA,51694.67689524219,4784.0,No
193.0,0.0,2019.0,5.0,23.0,$1.13,Chip Transaction,Supermarket Chain 2,Salinas,CA,93905.0,5411.0,No
1781.0,3.0,2011.0,10.0,30.0,$10.66,Swipe Transaction,Xi San Diego Apothecary,San Diego,CA,92116.0,5912.0,No
1659.0,0.0,2008.0,11.0,21.0,$164.60,Swipe Transaction,Clothing Store 4,Arlington,VA,22207.0,5651.0,No
417.0,1.0,2016.0,5.0,18.0,$12.50,Chip Transaction,Fast Food Chain 1,Chicago,IL,60645.0,5814.0,No
1220.0,1.0,2017.0,5.0,19.0,$25.74,Chip Transaction,Restaurant Chain 5,Reading,PA,19601.0,5812.0,No
289.0,0.0,2011.0,12.0,25.0,$2.04,Swipe Transaction,Restaurant Chain 9,Chaska,MN,55318.0,5812.0,No
1796.0,3.0,2004.0,6.0,28.0,$74.32,Swipe Transaction,Discount Store 2,New York,NY,10032.0,5310.0,No
581.0,1.0,2013.0,3.0,14.0,$15.60,Swipe Transaction,Adams Car Cleaners,Dayton,TX,77535.0,7542.0,No
922.0,4.0,2016.0,1.0,31.0,$1.26,Chip Transaction,Convenience Store Chain 1,Newport News,VA,23606.0,5499.0,No
94.0,3.0,2012.0,7.0,4.0,$93.10,Swipe Transaction,Pharmacy Company 1,Detroit,MI,48219.0,5912.0,No
1556.0,0.0,1998.0,2.0,17.0,$80.00,Swipe Transaction,Money Transfer Company 1,San Antonio,TX,78254.0,4829.0,No
1318.0,3.0,2005.0,6.0,25.0,$43.24,Swipe Transaction,Department Store 5,Albuquerque,NM,87120.0,5311.0,No
